source,postId,title,company,bg,product,category,country,province,city,jobType,workYears,lastUpdateTime,responsibility,requirement,skills,sourceUrl,fetchedAt
Baidu Careers,6cacb32a-85b8-4cfe-893e-bfc25c5480eb,AI产品营销经理（J102408）,Baidu,ACG,,综合,China,,北京市,,,2026-07-13,-负责百度搭子（Dumate）产品的品牌推广、增长和内容营销，结合产品定位与目标用户场景，制定并推进营销策略和阶段性增长方案 -深度理解产品能力、用户路径和核心使用场景，提炼差异化价值主张，产出适配不同渠道的内容素材，包括官网/落地页文案、短视频脚本、用户案例、社媒内容、销售物料等 -围绕获客、激活、转化和留存设计内容与增长动作，策划并执行线上线下营销活动，包括行业活动、产品发布、社群运营、媒体传播、KOL/KOC 合作等，提升产品声量和用户增长 -跟踪 AI 应用、智能体、企业效率工具及竞品动态，持续输出市场洞察、用户反馈和内容选题，为产品迭代、销售转化和营销策略提供支持,-具备增长背景或增长意识，理解用户获取、转化、留存等基本方法，能根据目标拆解营销动作，并用数据评估效果 -有内容营销经验，具备优秀的文案撰写、内容策划和选题能力，能将 AI 技术产品转化为目标用户听得懂、愿意看、愿意尝试的传播内容 -AI Native：将 AI 工具深度融入日常工作，熟练使用Codex、workbuddy等产品，能够组合工具提升个人产出效率，并搭建适合自己的工作流 -具备良好的市场感知和用户理解能力，能独立完成从用户洞察、内容策划、渠道投放到效果复盘的完整链路 -沟通协作能力强，能在跨团队项目中主动推进、快速对齐，并把复杂信息转化为清晰可执行的营销方案,Product|Marketing|Design,https://talent.baidu.com/jobs/detail/6cacb32a-85b8-4cfe-893e-bfc25c5480eb,2026-07-20T14:34:44+08:00
Baidu Careers,3aec4215-cdd7-4be0-a860-df969b953c7f,搜索策略产品经理（医院决策方向）（J100597）,Baidu,MEG,,产品,China,,北京市,,,2026-07-09,-负责用户在找医院场景的搜索策略设计，深入挖掘用户按疾病、科室、地理位置等多维度的找院需求，提升医院搜索结果的精准度 -负责医院动态排序策略的构建，结合医院等级、特色科室、用户真实评价等多维指标，降低用户在选择医院时的决策成本 -探索AIGC在医院决策场景的落地，通过大模型对复杂的医院与科室数据进行结构化提炼，输出具有参考价值的决策辅助信息 -定义并建立“用户满意度”评估标准，驱动策略持续迭代 -与算法、研发等各业务方紧密配合，将复杂的医学逻辑转化为可落地的产品方案，确保在搜索策略合规、专业的前提下兼顾用户体验,-本科及以上学历，有互联网策略产品、医疗搜索产品或AI产品背景者优先，有医疗专业背景优先 -熟悉大模型的基本原理，对Prompt工程、Agent工作流有深度思考或落地经验 -具备极强的数据敏感度，能从用户行为数据中发现问题、定位原因并提出策略建议 -对患者就医心理有深度洞察，能够平衡医疗的严谨性与搜索的便捷性,LLM|Security|Product|Design|Prompt Engineering,https://talent.baidu.com/jobs/detail/3aec4215-cdd7-4be0-a860-df969b953c7f,2026-07-20T14:34:44+08:00
Meituan Careers,4567076867,活动运营负责人,Meituan,Keeta,,运营类,China,,利雅得,3,,2026-07-20T14:31:30+08:00,1.根据业务需求及运营方向，结合当地市场实际情况，制定站内营销活动的全局策略; 2.根据营销活动所需的人才画像，进行本地营销活动团队的搭建及选用育励汰； 3.高效协同市场、B端、配送、产品等部门，推进营销活动的效果增长与运营效率提升; 4.组织团队探索适配本地市场的创新活动玩法，推动相关营销产品工具的功能更新与迭代； 5.组织团队进行营销活动的效果跟踪和分析迭代，沉淀营销活动价值评价体系。,1.创新业务的操盘手，挑战与机会并存； 2.能够全方位了解外卖业务模式，有足够的空间和灵活度全面发挥你的才能； 3.核心业务的核心部门，团队气氛好，学习成长型团队。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4567076867,2026-07-20T14:35:58+08:00
Meituan Careers,4229254984,中小商家招募与成长负责人,Meituan,Keeta,,运营类,China,,圣保罗,3,,2026-07-20T14:31:16+08:00,"岗位职责 1. 中长尾商家入驻漏斗管理：负责Inbound渠道中长尾商家从注册申请到首单完成的全链路转化，定义各阶段过程指标（申请→审核→上线→首单），驱动入驻转化率持续提升，确保新商家申请""当日清、不积压""。 2. 商家冷启动与分层孵化：设计差异化的新商家""冷启动方案""，针对不同类型中长尾商家制定分层孵化路径，通过任务体系、培训内容、运营干预等方式，帮助商家快速完成从上线到稳定产单的跨越，提升新商家90天活跃率。 3. 留存与长效增长运营：建立中长尾商家的健康度模型，识别高风险流失商家并设计干预机制，通过活动、激励、产品工具等手段，持续提升在营商家的订单密度与平台黏性，降低商家流失率。 4. 运营产品化与规模化：将可复制的运营经验沉淀为产品能力，推动商家自助入驻、自助运营工具迭代，以产品手段替代人工运营，实现中长尾商家管理的规模化与成本可控。 5. 团队建设：组建并培养Inbound商家运营团队，建立合理的分工与KPI体系，打造一支能快速复制到新城市、新市场的作战团队。 6.运用 AI 工具（如 ChatGPT、Copilot 等）辅助日常分析与策略制定，提升产出效率与质量，主动探索 AI 在本岗位的应用最佳实践。","1.核心增长岗：负责中长尾商家从""入驻""到""活跃""的完整增长链路，直接影响平台供给规模； 2.团队搭建机会：从0开始建团队，策略与管理双轮驱动，综合成长空间大； 3.出海先行者：参与Keeta海外市场从0到1的商家生态建设，在复杂多元的国际化业务中快速成长。 4.身处 AI 赋能的工作环境，配备前沿 AI 工具与资源，帮助你在 AI 时代持续提升竞争力、加速职业成长。",Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4229254984,2026-07-20T14:35:58+08:00
Meituan Careers,4268907742,高级策略专家-增长方向,Meituan,Keeta,,运营类,China,,圣保罗,3,,2026-07-20T14:30:59+08:00,岗位职责： 作为商家增长的核心策略专家，以业务增长为最终目标，通过深度数据分析、策略拆解与落地推动，驱动供给规模、供给质量以及供给价格优势的建立，提升Keeta在市场的竞争力。本岗位要求能够独立完成从业务诊断、策略设计到协同落地的完整闭环，并与产品运营、销售运营紧密协作，确保策略转化为实际业务结果。 市场调研与分析：负责供给侧营销活动，商家成长的数据监控体系建设，建设和挖掘内外部数据，建设价格竞争对标的能力，为策略制定提供扎实的事实依据。 策略制定与规划：设计供给侧增长策略，包括选品规则、活动目标与招商方案，商家冷启，优质商家扶持等策略，驱动平台规模和商家生态的优化。 项目实施与落地：主导跨部门项目的推进，协调资源、管理风险，协同产品运营，产品运营，推动策略的产品化落地（如线索标签系统、营销工具配置），将策略转化为一线团队的SK、激励方案与SOP，对策略的最终落地和业务效果负责。 运用 AI 工具（如 ChatGPT、Copilot 等）辅助日常分析与策略制定，提升产出效率与质量，主动探索 AI 在本岗位的应用最佳实践。,核心岗位：可深度参与数据规则、标签体系和使用机制的从 0 到 1 设计，直接负责新签/营销单个垂直function的业务制定，为业务的直接表现负责 成长路径：岗位要求具备产品运营、数据分析、策略制定的综合能力，具备综合性和可延展性，在初创团队有丰富的成长空间 国际化前景：参与复杂市场和多元业务场景的建设，跟Keeta一起出海成长 身处 AI 赋能的工作环境，配备前沿 AI 工具与资源，帮助你在 AI 时代持续提升竞争力、加速职业成长。,Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4268907742,2026-07-20T14:35:58+08:00
Meituan Careers,4590646861,供给生命周期运营专家(沙特),Meituan,Keeta,,运营类,China,,利雅得,3,,2026-07-20T14:30:46+08:00,1. 负责沙特市场供给全生命周期的运营策略设计与落地，包括供给引入、成长、成熟到退出的各阶段管理。 2. 搭建并优化供给分层体系，通过数据分析识别供给健康度与增长机会，推动供给结构优化。 3. 协同产品、市场、销售等团队，制定供给激励与汰换机制，提升供给活跃度与平台竞争力。 4. 监控关键供给指标，定期输出运营分析报告，为业务决策提供数据支持。 5. 深入理解本地市场与商家需求，推动供给运营本地化策略的实施与迭代。,1. 参与中东核心市场供给体系建设，直接影响平台供给战略方向。 2. 与国际化团队紧密协作，接触前沿的平台运营方法论与实践。 3. 在快速发展的业务环境中，拥有充分的成长空间与影响力发挥机会。 4. 提供具有竞争力的薪酬福利与职业发展路径。 5. 工作地点位于利雅得，深入参与本地化运营，积累区域市场洞察。,Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4590646861,2026-07-20T14:35:58+08:00
Meituan Careers,3276754623,活动运营专家,Meituan,Keeta,,运营类,China,,利雅得,3,,2026-07-20T14:30:33+08:00,1. 根据业务需求及运营方向，策划并落地各类营销活动； 2. 独立完成营销活动的方案策划、制定供给及招商策略、素材设计与落地执行等全链路运营工作； 3. 负责营销活动的效果跟踪和分析迭代，及时调整活动运营策略，保障核心指标达成； 4. 探索适配本地市场的创新活动玩法，推动相关营销产品工具的功能更新与迭代； 5. 高效协同产品、B端、市场、配送等部门，推进营销活动的效果增长与运营效率提升。 6.运用 AI 工具（如 ChatGPT、Copilot 等）辅助日常工作，提升产出效率与质量，主动探索 AI 在本岗位的应用最佳实践。,1. 创新业务的操盘手，挑战与机会并存； 2. 能够全方位了解外卖业务模式，有足够的空间和灵活度全面发挥你的才能； 3. 核心业务的核心部门，团队气氛好，学习成长型团队。 4. 身处 AI 赋能的工作环境，配备前沿 AI 工具与资源，帮助你在 AI 时代持续提升竞争力、加速职业成长。,Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3276754623,2026-07-20T14:35:58+08:00
Meituan Careers,4360716238,用户分析专家,Meituan,食杂零售-Keemart,,商业分析类,China,,北京市,3,,2026-07-20T14:21:06+08:00,1. 负责用户行为数据的收集、清洗与分析，构建用户画像与分层模型。 2. 深入挖掘用户需求与痛点，输出可落地的业务洞察与优化建议。 3. 设计并执行用户调研、A/B测试等研究方案，评估产品与运营策略效果。 4. 协同产品、运营、市场等团队，推动数据驱动的用户增长与体验提升。 5. 建立并维护用户分析指标体系，定期输出分析报告与趋势预警。,1. 参与核心用户增长项目，直接影响产品战略与业务决策。 2. 与行业专业团队共事，获得快速成长与专业能力提升。 3. 开放包容的工作环境，鼓励创新与数据驱动的文化氛围。 4. 提供具有竞争力的薪酬福利与完善的职业发展通道。,Testing|Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4360716238,2026-07-20T14:35:58+08:00
Meituan Careers,4539126389,充电宝中小客策略运营,Meituan,软硬件服务-充电宝业务部,,运营类,China,,北京市,3,,2026-07-20T14:15:08+08:00,1、中小客策略制定与执行：负责充电宝业务中小客的运营策略制定和落地，涵盖市场调研、竞争分析、推广执行；能够调用 AI 工具提升市场洞察效率和策略产出速度； 2、目标拆解与激励管理：围绕 OP 计划进行路径拆解，监控团队产出进展，制定精细化激励政策；借助 AI 辅助构建动态目标追踪体系，提升管理颗粒度； 3、数据分析与经营诊断：围绕经营专题开展数据分析和问题诊断，输出洞察报告，制定策略实现路径；利用 AI 工具（如大模型 + SQL）加速分析链路、快速定位根因； 4、跨部门协同与项目推进：建立有效协同机制，推动多维度深度协同,1. 参与核心业务策略制定，直接影响千万级用户群体的运营方向。 2. 与行业优秀团队共事，获得快速成长与职业发展空间。,SQL|LLM|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4539126389,2026-07-20T14:35:58+08:00
Meituan Careers,3563898345,用户策略分析专家/User Strategy & Analytics Specialist,Meituan,Keeta,,运营类,China,,利雅得,3,,2026-07-20T14:15:03+08:00,"1.业务监控与目标管理：负责用户侧核心KPI体系的搭建与维护，构建并持续优化周/月度经营监控框架，追踪业务目标达成进展。 2.战略研究与洞察：综合运用数据分析、用户研究及市场调研等方法，深入研究关键业务问题，输出清晰的策略建议。 3.运营策略支持：与运营团队紧密协作，参与用户侧补贴、活动、流量等策略的设计、分析与评估，推动A/B测试与迭代优化。 4.数据产品管理：统筹内部数据产品需求（看板、取数、用户标签等），协调产品与技术团队，保障高质量数据基础设施的稳定交付。 5.运用 AI 工具（如 ChatGPT、Copilot 等）辅助日常工作，提升产出效率与质量，主动探索 AI 在本岗位的应用最佳实践。 1.Business Monitoring & Goal Management:Own and maintain the user-side KPI system; build and continuously optimize weekly/monthly performance monitoring frameworks to track progress against business targets. 2.Strategic Research & Insights:Conduct in-depth studies on key business challenges using data analysis, user research, and market studies; deliver clear strategy . 3.Operations Strategy Support:Partner with operations teams to design, analyze, and evaluate user-side initiatives including subsidies, campaigns, and traffic strategies; drive A/B testing and iterative optimization. 4.Data Product Management:Manage internal data product requests (dashboards, data extraction, user tagging); coordinate with product and engineering teams to deliver reliable, high-quality data infrastructure. 5.Leverage AI tools (e.g., ChatGPT, Copilot) to enhance daily workflows, improve content quality, and actively explore AI-driven best practices in marketing and brand operations.","1.参与市场塑造——加入创始团队，共同打造沙特阿拉伯下一个优秀的外卖平台。 2.全链路业务主导——深度参与用户增长、留存与变现全链路，拥有真正的决策影响力。 3.高速成长环境——学习曲线陡峭，团队文化优秀，直接接触高层管理。 4.国际平台，本地影响——将全球最佳实践引入沙特市场，并将其转化为属于你的成果。 5.身处 AI 赋能的工作环境，配备前沿 AI 工具与资源，帮助你在 AI 时代持续提升竞争力、加速职业成长。 1.Shape a market — Be part of a founding team building Saudi Arabia's next leading food delivery platform. 2.Full-funnel ownership — Work across user growth, retention, and monetization with real decision-making influence. 3.High-growth environment — Fast learning curve, strong team culture, direct exposure to senior leadership. 4.International platform, local impact — Bring global best practices to the Saudi market and make them yours. 5.AI-empowered workplace with access to cutting-edge AI tools and resources, helping you stay competitive and accelerate your career in the AI era.",Testing|Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3563898345,2026-07-20T14:35:58+08:00
Meituan Careers,4630391674,公共事务-G端解决方案专家,Meituan,软硬件服务-骑行事业部,,职能类,China,,北京市,3,,2026-07-20T14:08:29+08:00,为城市可持续发展提供低碳智能的解决方案，通过技术创新和硬件升级，不断优化全流程骑行体验，为低碳出行提供更好的服务。 依靠良好的公共事务能力和良好的解决方案能力，实现业务的良性发展、同时助力城市的良好运营发展。,1、本科及以上学历，5年以上交通/出行/自动驾驶/即时配送等行业相关经验，有骑行两轮车、四轮车、自动驾驶商业化落地经验者优先； 2、具备优秀的逻辑思维与系统性思考能力，能够从全局视角设计方案、分析问题，并将分析结论转化为可落地的行动计划； 3、具备较强的项目管理与跨团队协作能力，有推动跨部门/跨团队项目落地的实际经验； 4、具备产品思维和经营思维，能够从客户视角出发设计解决方案，同时关注效率和成本效益； 5、善于运用 AI 工具辅助数据分析与策略研究，推动工作方式智能化升级；,Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4630391674,2026-07-20T14:35:58+08:00
Meituan Careers,4635428451,闪购-非食日化PB商品开发（个护美妆、家清）,Meituan,核心本地商业-闪购事业部,,零售类,China,,北京市,3,,2026-07-20T14:08:15+08:00,1. 负责非食日化相关品类PB商品开发规划制定和执行，确保开发商品质量和效率。 2. 调研和分析市场趋势与用户需求，制定商品开发方向、可行性研究及相应商品运营策略制定。 3. 主导供应商/工厂开发，筛选优质工厂合作，谈判及合同管理，优化开发成本与交付周期。 4. 协同设计、品控、运营、物流等团队，保障开发商品质量及效率。 5. 监控销售数据与用户反馈，持续优化迭代PB商品，为开品质量负责。,1. 参与高增长潜力业务，直接推动公司核心品类发展。 2. 接触行业头部供应商资源，提升专业能力与行业视野。 3. 扁平化管理，快速决策与成长空间。 4. 团队年轻化，注重创新与结果导向。,Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4635428451,2026-07-20T14:35:58+08:00
Meituan Careers,4630974320,内容增长运营,Meituan,核心本地商业-基础研发平台,,运营类,China,,北京市,3,,2026-07-20T14:01:13+08:00,负责美团大模型业务创新产品的内容增长运营工作，围绕用户增长目标，制定并落地内容策略、传播方案及增长项目，持续提升产品的用户规模、活跃度、留存率与品牌影响力,全面负责和牵引前沿AI原生产品的内容运营工作,LLM|Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4630974320,2026-07-20T14:35:58+08:00
Meituan Careers,4628853702,定价AI产品经理,Meituan,核心本地商业-闪购事业部,,运营类,China,,北京市,3,,2026-07-20T14:01:10+08:00,1. 业务流程梳理与Agent方案落地 深度拆解零售定价全流程人工作业链路，梳理定价策略制定、调价执行、异常校验、效果复盘等全场景人工动作与规则逻辑，基于业务痛点输出可落地的AI Agent产品方案、自动化工作流与迭代 roadmap，推动人工流程智能化替代与提效。 2. 现有定价能力串联与策略自动化 基于现有中心化定价能力，通过AI Agent打通分散人工操作、孤立单点策略之间的链路串联，实现多维度定价策略的自动衔接、条件判断、联动执行，解决策略割裂、人工串联成本高、响应滞后的问题，实现定价全链路智能化闭环。 3. 产品设计与落地开发 负责AI Agent相关功能、工作流、人机协同机制的产品设计，输出PRD、流程方案、验收标准；联动产研、算法、推进需求落地、测试上线与灰度验证，保障智能化能力平稳落地。 4. 数据驱动迭代与效果复盘 建立定价AI Agent的效果评估体系，围绕人效提升、定价一致性、经营指标、异常率优化等维度持续复盘，迭代Agent策略规则与自动化能力，持续放大智能化价值。,聚焦定价策略智能化升级，通过AI Agent重构传统人工定价作业模式，串联零散策略、打通业务链路、实现规模化自动化，支撑团队从人工经验定价向智能化、系统化、精细化定价转型，持续提升定价人效与经营质量。,Testing|Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4628853702,2026-07-20T14:35:58+08:00
Meituan Careers,4618067709,商业化运营,Meituan,软硬件服务-充电宝业务部,,销售、客服与支持类,China,,北京市,3,,2026-07-20T14:01:06+08:00,"1、渠道策略运营：根据业务目标拆解充电宝智惠屏运营计划,推动月度/季度铺设任务达成； 2、合作商管理：对接并维护充电宝合作商、品牌方等合作渠道，推动合作商完成门店落实与设备激活，确保点位铺设进度达标; 3、跨部门协同推动：与广告、硬件交付、系统研发等团队保持密切协作,确保点位铺设与广告招商、系统能力建设的节奏匹配。",1、亲历创新业务的规模化扩张过程，积累稀缺的商业化运营经验。 2、清晰的成长路径，项目正处于加速期。,Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4618067709,2026-07-20T14:35:58+08:00
Meituan Careers,4611383584,Senior Talent Acquisition Manager - 高招方向,Meituan,人力资源平台,,职能类,China,,北京市|上海市,3,,2026-07-20T14:00:57+08:00,"1. Work closely with business in order to deeply understand teams’ organization structure, responsibilities, strengths/weaknesses and key business drivers. Utilize this information to develop the most effective recruiting strategies. 2. Capable to build and maintain network of potential candidates through proactive market research and on-going relationship management, gauging chemistry of candidates for fit and motivation rather than simply sell a role. Meanwhile, manage to ensure all necessary sourcing channels are quickly built up and sufficiently utilized. 3. Use a sound recruiting process to effectively scale the business, including guidance on job descriptions, levels, selection process & criteria, closing and onboarding. 4. Have an active participation in the full cycle of recruitment efforts, including emphasis on the ability of assessment skills to help screening, evaluating candidates and ensuring the highest bar. 5. Lead the hiring calibration and decision making process, while being in charge of the offer proposal and negotiation process. 6. Have the data acumen. Being able to dive deep the recruiting process as needed to identify the issues ahead and diagnose the root causes effectively. 7. Emphasis on continuous improvement, as such it is expected that you will spend time to ensure ongoing education/enablement towards hiring managers and interviewers on recruitment “best practice”, to uplift the recruiting skills in the organization wise. 8. Join or lead cross-team recruiting/HR projects as needed.","Keeta by Meituan is at the forefront of our international expansion, aiming to provide exceptional service and innovative solutions across borders. We are dedicated to fostering a dynamic and diverse workforce that aligns with our global growth strategies. What We Offer: Opportunity to work in an international, dynamic environment. Career growth and development opportunities. Supportive and collaborative team culture.",,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4611383584,2026-07-20T14:35:58+08:00
Meituan Careers,4597076394,小象超市-配送渠道经理（宁波）,Meituan,食杂零售-小象事业部,,销售、客服与支持类,China,,宁波市,3,,2026-07-20T14:00:55+08:00,岗位职责: 1.制定区域配送管理的方案，监督现场执行情况，检核小象超市站点配送的日常管理及流程标准化； 2.推动本区域业务运营落地工作，监控日常运营、服务质量、指标数据； 3.负责区域的履约问题收集、反馈和解决工作，运营运作异常事件的跟进处理、总结分析、监督改进； 4.负责区域内督导、骑手的培训工作，提高员工的综合素质和业务能力； 5.负责区域内站点的服务质量，分析配送客诉，采取有效措施把控客诉，提供专业、高效、高质量的配送服务，提升顾客满意度。,1、基于生鲜配送新型业态，完善的内部培训以及晋升机制，未来发展空间大； 2、配送能力是社区生鲜零售行业的核心竞争力，工作重要性高、成长快。,Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4597076394,2026-07-20T14:35:58+08:00
Meituan Careers,4569069637,美团骑行-策略TL（运力管理优先）（真实急招）,Meituan,软硬件服务-骑行事业部,,运营类,China,,北京市,3,,2026-07-20T14:00:51+08:00,1. 负责美团骑行业务策略设计与优化，提升运力供给效率与稳定性。 2. 搭建并完善运力管理体系，通过数据分析和产品功能优化实现更优运力配置决策。 3. 带领7人团队，制定团队目标与执行计划，推动跨部门协作落地关键项目。 4. 监控业务关键指标，识别问题并提出解决方案，持续提升落地效率与业务收益。 5. 探索创新业务管理模式，结合市场变化与业务需求，制定前瞻性策略。,1. 深度参与战略制定，负责业务核心策略，影响千万级用户出行体验。 2. 操盘大规模人员管理需求，拥有广阔的策略制定与业务创新空间，推动行业模式升级。 3. 团队氛围开放，成长路径清晰，提供完善的培训与晋升机制。,Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4569069637,2026-07-20T14:35:58+08:00
Meituan Careers,4260003255,经营及效率管理负责人（用户端）,Meituan,Keeta,,运营类,China,,香港特别行政区,3,,2026-07-20T14:00:15+08:00,1.围绕用户增长侧业务目标，结合流量、补贴、营销等资源，利用目标拆解及资源匹对推动增长侧目标达成。 2.根据业务目标制定监控体系，建立并持续迭代周度、月度经营目标及预算管理机制，及时进行异动分析和策略更跌，保障目标达成。 3.基于用户分层、补贴工具、流量、供给、体验等多维度分析，综合运用数据分析、调研等方式开展专题研究，洞察业务增长点，产出可落地的策略建议。 4.探索平台流量效率评估体系，结合各业务场景，优化资源位匹配以及其他流量分发，确保平台流量高效运作。 5.分析用户或场景潜在需求，优化导购链路为用户提供多元化、全链路的供给支持，推动产研团队落实策略优化用户体验从而带动大盘增长新方向。 6.建设和维护用户、流量分析体系，管理与统筹用户侧各类数据产品需求（如数据提取、看板搭建、标签挖掘），提供准确的数据和分析报告，为业务决策提供支持。 7.能主动运用 AI 工具（如 Copilot、ChatGPT 或内部 AI 平台）辅助增长实验数据分析、AB 结果解读和策略报告撰写，提升增长决策效率，并愿意推动团队采用新工具。,1. 操盘创新业务，深度参与海外外卖市场建设，挑战与机会并存。 2. 全方位接触外卖业务模式，有足够空间综合施展。 3. 身处核心业务核心部门，团队氛围好，成长空间大。 4. AI-Native 的工作氛围，注重人机协作效率。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4260003255,2026-07-20T14:35:58+08:00
Meituan Careers,4233390481,大模型应用算法工程师（客服Agent/NLP方向）,Meituan,核心本地商业-基础研发平台,,技术类,China,,北京市|上海市,3,,2026-07-20T14:00:12+08:00,1. 负责客服场景大模型微调（SFT）及强化学习（RLHF/RLAIF/DPO），持续提升模型在复杂业务逻辑下的推理能力与回复质量。 2. 深度优化RAG链路，包括Embedding模型精调、多路召回融合、重排序及长文本处理，将海量非结构化知识库转化为精准的业务生产力。 3. 参与沙盒模拟/红蓝对抗体系建设，通过对抗模拟和自动化评测，挖掘模型潜在问题，驱动模型实现智能化自迭代。 4. LLM在交互安全、自动判责、智能质检、复杂任务编排（Agentic Workflow）等高价值场景的落地，实现客服全流程的智能化转型。,在这里，你会接触到最真实、最复杂的业务数据，拥有充足算力支持，与业界算法专家共同探索客服Agent自进化闭环和LLM的商业边界。,NLP|LLM|RAG|Vector Search|Security|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4233390481,2026-07-20T14:35:58+08:00
Meituan Careers,4211598047,外卖柜渠道经理,Meituan,核心本地商业-到家履约平台,,销售、客服与支持类,China,,上海市,3,,2026-07-20T14:00:11+08:00,围绕公司既定业务方向，负责目标市场点位拓展及运营，保障用户体验。 1、基于外卖柜业务发展规划，能运用多种销售渠道形式拓展符合标准的点位资源，实现在各场景下的合作，包括不限于写字楼、高校、医院等场景； 2、基于线上数据趋势分析及线下场景归因，通过线下有效运营手段优化存量点位结构，提升点位运营效率； 3、积极响应场地方日常合作问题，维护场地方关系，促成经营项目落地，保障合作稳定，提升经营效率； 4、管理渠道商拓展及运维服务质量，配合总部其他运营策略落地。,成熟项目，市场需求旺盛，发展空间大，利于快速提升和发展。,Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4211598047,2026-07-20T14:35:58+08:00
Meituan Careers,3660606561,企客-华南-大客户经理,Meituan,核心本地商业-到家履约平台,,销售、客服与支持类,China,,广州市|深圳市,3,,2026-07-20T14:00:04+08:00,"1. 市场分析 熟悉同城配送、餐饮外卖、零售等领域的变化趋势与行业动态；结合数字化工具和数据平台开展市场调研与需求调研，识别市场机会与客户机会。依据客户需求、市场变化及业务目标，跟进所在市场的餐饮、商超便利等全国KA、区域KA品牌，借助客户画像分析工具，针对不同品类、不同客户需求制定符合业绩增长的销售策略。 2. 解决方案 准确匹配不同客户、不同品类之间多样化和复杂化的需求，协同产品、运营、履约、商分等部门制定对应解决方案，并推动方案的实施和落地。能够运用数据分析工具对方案效果进行跟踪验证，持续优化解决方案质量。 3. 客户管理 负责行业大客户的日常管理与跟进，对不同层级负责人进行维护与客情管理；能够准确识别客户需求，具备良好的商务沟通和谈判技巧。借助履约数据平台监控客户门店日常运营数据，及时识别异常问题，做到快速响应、推动改善，持续提升客户服务满意度。借助AI工具自动生成KA客户拜访优先级排序，提升拜访规划效率""。 4. 部门协同 业务的复杂度决定了日常需要通过良好的协同能力取得结果，协同不同部门针对客户问题进行改善和解决。伙伴价值。",1.头部KA客户资源：直接服务肯德基、麦当劳、瑞幸等全国KA品牌，积累高价值大客户销售实战经验； 2.核心业务，发展空间广阔：即时零售与同城配送是当前增速最快的业务之一，团队处于业务核心位置，晋升通道清晰； 3.AI工具赋能：团队积极推进数字化工作方式，AI客户画像分析、履约异常智能预警、拜访规划数据看板等工具支持，让你把精力聚焦在真正有价值的客户经营上； 4.强协作文化：跨部门协同氛围好，团队互帮互助，共同成长。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3660606561,2026-07-20T14:35:58+08:00
Meituan Careers,3458920481,到餐-资深商业分析师（管理岗）,Meituan,核心本地商业-到餐事业部,,商业分析类,China,,北京市,3,,2026-07-20T14:00:02+08:00,1.资深商业分析师岗位，作为业务蓝图的规划师与推动者，深入洞察分析业务经营情况，规划制定核心业务策略，助力业务高效可持续发展； 2.研究行业发展趋势及市场竞争格局，梳理对业务的机会、威胁，提出BU中长期战略及年度运营计划等，并根据内、外部环境变化持续推进战略迭代； 3.主动诊断、发掘业务日常经营异动，进行深入的专题分析，迭代业务策略；连接各个部门，实现业务串联，确保各团队形成合力，推动落地； 4.具备AI工具应用与落地能力，推动AI工作流改造。,高增长核心业务核心岗位；高成长性；良好团队氛围,Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3458920481,2026-07-20T14:35:58+08:00
