period,role_id,role,skill,dimension,demand,source_count
2026-06,role-王者荣耀世界-ue引擎开发,《王者荣耀世界》UE引擎开发,C++,编程语言,1,1
2026-06,role-王者荣耀世界-ue引擎开发,《王者荣耀世界》UE引擎开发,Product,产品运营,1,1
2026-06,role-王者荣耀世界-ue引擎开发,《王者荣耀世界》UE引擎开发,Design,设计体验,1,1
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Design,设计体验,77,3
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Go,编程语言,65,3
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Kubernetes,云原生,57,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,RAG,人工智能,45,3
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Python,编程语言,37,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Excel,办公分析,36,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,DevOps,工程效能,31,3
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Linux,基础设施,27,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Docker,云原生,20,3
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Machine Learning,人工智能,20,1
2026-06,cloud-sre-engineer,云原生 SRE 工程师,SQL,数据技术,19,3
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Marketing,产品运营,19,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Product,产品运营,16,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Microservices,系统架构,10,3
2026-06,cloud-sre-engineer,云原生 SRE 工程师,C++,编程语言,10,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Testing,质量保障,10,3
2026-06,cloud-sre-engineer,云原生 SRE 工程师,微服务,其他能力,6,1
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Kafka,中间件,6,1
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Big Data,数据工程,6,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,安全,其他能力,5,1
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Security,安全合规,5,1
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Redis,数据存储,4,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Data Warehouse,数据工程,4,2
2026-06,cloud-sre-engineer,云原生 SRE 工程师,测试,其他能力,3,1
2026-06,cloud-sre-engineer,云原生 SRE 工程师,物联网,其他能力,2,1
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Deep Learning,人工智能,1,1
2026-06,cloud-sre-engineer,云原生 SRE 工程师,Vector Search,人工智能,1,1
2026-06,role-云网络解决方案架构师,云网络解决方案架构师,Product,产品运营,1,1
2026-06,role-云网络解决方案架构师,云网络解决方案架构师,Design,设计体验,1,1
2026-06,product-manager,产品经理,Product,产品运营,271,3
2026-06,product-manager,产品经理,Design,设计体验,188,3
2026-06,product-manager,产品经理,Marketing,产品运营,138,3
2026-06,product-manager,产品经理,Go,编程语言,54,3
2026-06,product-manager,产品经理,RAG,人工智能,44,3
2026-06,product-manager,产品经理,Excel,办公分析,25,2
2026-06,product-manager,产品经理,SQL,数据技术,20,2
2026-06,product-manager,产品经理,Testing,质量保障,9,2
2026-06,product-manager,产品经理,Python,编程语言,6,2
2026-06,product-manager,产品经理,Machine Learning,人工智能,6,1
2026-06,product-manager,产品经理,C++,编程语言,2,1
2026-06,product-manager,产品经理,微服务,其他能力,1,1
2026-06,product-manager,产品经理,Microservices,系统架构,1,1
2026-06,product-manager,产品经理,物联网,其他能力,1,1
2026-06,product-manager,产品经理,数据仓库,其他能力,1,1
2026-06,product-manager,产品经理,Data Warehouse,数据工程,1,1
2026-06,role-企业微信-商务拓展经理-工业行业,企业微信-商务拓展经理-工业行业,Product,产品运营,1,1
2026-06,role-企业微信-客户成功-行业解决方案,企业微信-客户成功-行业解决方案,Product,产品运营,2,1
2026-06,role-企业微信-客户成功-行业解决方案,企业微信-客户成功-行业解决方案,Design,设计体验,2,1
2026-06,role-元宝-桌面端开发工程师,元宝-桌面端开发工程师,C++,编程语言,1,1
2026-06,role-元宝-桌面端开发工程师,元宝-桌面端开发工程师,Design,设计体验,1,1
2026-06,role-内容策划与媒体经理,内容策划与媒体经理,Design,设计体验,1,1
2026-06,frontend-engineer,前端工程师,Design,设计体验,85,3
2026-06,frontend-engineer,前端工程师,React,前端开发,59,3
2026-06,frontend-engineer,前端工程师,Go,编程语言,58,3
2026-06,frontend-engineer,前端工程师,RAG,人工智能,49,3
2026-06,frontend-engineer,前端工程师,Excel,办公分析,35,2
2026-06,frontend-engineer,前端工程师,Marketing,产品运营,29,3
2026-06,frontend-engineer,前端工程师,LLM,人工智能,19,3
2026-06,frontend-engineer,前端工程师,Product,产品运营,16,2
2026-06,frontend-engineer,前端工程师,Machine Learning,人工智能,15,2
2026-06,frontend-engineer,前端工程师,Python,编程语言,12,3
2026-06,frontend-engineer,前端工程师,C++,编程语言,11,2
2026-06,frontend-engineer,前端工程师,Testing,质量保障,10,3
2026-06,frontend-engineer,前端工程师,SQL,数据技术,9,3
2026-06,frontend-engineer,前端工程师,AIGC,其他能力,8,1
2026-06,frontend-engineer,前端工程师,测试,其他能力,6,1
2026-06,frontend-engineer,前端工程师,Kubernetes,云原生,5,2
2026-06,frontend-engineer,前端工程师,机器学习,其他能力,4,1
2026-06,frontend-engineer,前端工程师,Linux,基础设施,4,2
2026-06,frontend-engineer,前端工程师,Docker,云原生,4,3
2026-06,frontend-engineer,前端工程师,Vue,前端开发,4,2
2026-06,frontend-engineer,前端工程师,安全,其他能力,3,1
2026-06,frontend-engineer,前端工程师,Security,安全合规,3,1
2026-06,frontend-engineer,前端工程师,深度学习,其他能力,2,1
2026-06,frontend-engineer,前端工程师,Deep Learning,人工智能,2,1
2026-06,frontend-engineer,前端工程师,DevOps,工程效能,2,2
2026-06,frontend-engineer,前端工程师,Microservices,系统架构,2,2
2026-06,frontend-engineer,前端工程师,NLP,人工智能,1,1
2026-06,frontend-engineer,前端工程师,大数据,其他能力,1,1
2026-06,frontend-engineer,前端工程师,Big Data,数据工程,1,1
2026-06,frontend-engineer,前端工程师,微服务,其他能力,1,1
2026-06,frontend-engineer,前端工程师,向量检索,其他能力,1,1
2026-06,frontend-engineer,前端工程师,Vector Search,人工智能,1,1
2026-06,frontend-engineer,前端工程师,Kafka,中间件,1,1
2026-06,frontend-engineer,前端工程师,Data Warehouse,数据工程,1,1
2026-06,role-医药ka销售-药械,医药KA销售-药械,Product,产品运营,1,1
2026-06,backend-engineer,后端工程师,Design,设计体验,26,3
2026-06,backend-engineer,后端工程师,Go,编程语言,23,2
2026-06,backend-engineer,后端工程师,RAG,人工智能,19,2
2026-06,backend-engineer,后端工程师,Machine Learning,人工智能,11,1
2026-06,backend-engineer,后端工程师,LLM,人工智能,7,2
2026-06,backend-engineer,后端工程师,Kubernetes,云原生,7,2
2026-06,backend-engineer,后端工程师,Microservices,系统架构,6,2
2026-06,backend-engineer,后端工程师,Docker,云原生,6,2
2026-06,backend-engineer,后端工程师,Excel,办公分析,5,1
2026-06,backend-engineer,后端工程师,Redis,数据存储,4,2
2026-06,backend-engineer,后端工程师,Kafka,中间件,4,1
2026-06,backend-engineer,后端工程师,SQL,数据技术,4,2
2026-06,backend-engineer,后端工程师,C++,编程语言,3,2
2026-06,backend-engineer,后端工程师,Python,编程语言,3,2
2026-06,backend-engineer,后端工程师,Marketing,产品运营,2,2
2026-06,backend-engineer,后端工程师,DevOps,工程效能,2,2
2026-06,backend-engineer,后端工程师,Vector Search,人工智能,2,1
2026-06,backend-engineer,后端工程师,微服务,其他能力,1,1
2026-06,backend-engineer,后端工程师,安全,其他能力,1,1
2026-06,backend-engineer,后端工程师,Security,安全合规,1,1
2026-06,backend-engineer,后端工程师,Testing,质量保障,1,1
2026-06,backend-engineer,后端工程师,React,前端开发,1,1
2026-06,backend-engineer,后端工程师,Product,产品运营,1,1
2026-06,role-和平精英-3a渲染,和平精英-3A渲染,Design,设计体验,1,1
2026-06,role-多媒体实验室-多媒体标准,多媒体实验室-多媒体标准,C++,编程语言,2,1
2026-06,security-engineer,安全工程师,Design,设计体验,62,2
2026-06,security-engineer,安全工程师,Security,安全合规,53,1
2026-06,security-engineer,安全工程师,Marketing,产品运营,39,2
2026-06,security-engineer,安全工程师,安全,其他能力,38,1
2026-06,security-engineer,安全工程师,Go,编程语言,37,2
2026-06,security-engineer,安全工程师,Product,产品运营,36,1
2026-06,security-engineer,安全工程师,RAG,人工智能,30,1
2026-06,security-engineer,安全工程师,Excel,办公分析,23,2
2026-06,security-engineer,安全工程师,Python,编程语言,11,2
2026-06,security-engineer,安全工程师,Testing,质量保障,9,2
2026-06,security-engineer,安全工程师,Linux,基础设施,8,2
2026-06,security-engineer,安全工程师,SQL,数据技术,7,2
2026-06,security-engineer,安全工程师,测试,其他能力,5,1
2026-06,security-engineer,安全工程师,Machine Learning,人工智能,5,1
2026-06,security-engineer,安全工程师,C++,编程语言,3,1
2026-06,security-engineer,安全工程师,Redis,数据存储,1,1
2026-06,security-engineer,安全工程师,物联网,其他能力,1,1
2026-06,security-engineer,安全工程师,微服务,其他能力,1,1
2026-06,security-engineer,安全工程师,Microservices,系统架构,1,1
2026-06,role-对象存储多媒体数据处理研发工程师,对象存储多媒体数据处理研发工程师,Go,编程语言,1,1
2026-06,role-对象存储多媒体数据处理研发工程师,对象存储多媒体数据处理研发工程师,C++,编程语言,1,1
2026-06,role-对象存储多媒体数据处理研发工程师,对象存储多媒体数据处理研发工程师,微服务,其他能力,1,1
2026-06,role-对象存储多媒体数据处理研发工程师,对象存储多媒体数据处理研发工程师,Microservices,系统架构,1,1
2026-06,role-对象存储多媒体数据处理研发工程师,对象存储多媒体数据处理研发工程师,Design,设计体验,1,1
2026-06,role-应用宝-wine-研发工程师,应用宝-Wine 研发工程师,C++,编程语言,1,1
2026-06,role-引擎组开发技术美术,引擎组开发技术美术,C++,编程语言,1,1
2026-06,role-引擎组开发技术美术,引擎组开发技术美术,Design,设计体验,1,1
2026-06,data-engineer,数据工程师,大数据,其他能力,24,1
2026-06,data-engineer,数据工程师,Big Data,数据工程,24,1
2026-06,data-engineer,数据工程师,Product,产品运营,22,1
2026-06,data-engineer,数据工程师,Marketing,产品运营,13,1
2026-06,data-engineer,数据工程师,SQL,数据技术,13,1
2026-06,data-engineer,数据工程师,Design,设计体验,12,1
2026-06,data-engineer,数据工程师,微服务,其他能力,7,1
2026-06,data-engineer,数据工程师,Microservices,系统架构,7,1
2026-06,data-engineer,数据工程师,安全,其他能力,6,1
2026-06,data-engineer,数据工程师,Security,安全合规,6,1
2026-06,data-engineer,数据工程师,Go,编程语言,5,1
2026-06,data-engineer,数据工程师,Docker,云原生,4,1
2026-06,data-engineer,数据工程师,Python,编程语言,4,1
2026-06,data-engineer,数据工程师,测试,其他能力,3,1
2026-06,data-engineer,数据工程师,Testing,质量保障,3,1
2026-06,data-engineer,数据工程师,Kubernetes,云原生,3,1
2026-06,data-engineer,数据工程师,Redis,数据存储,3,1
2026-06,data-engineer,数据工程师,DevOps,工程效能,2,1
2026-06,data-engineer,数据工程师,C++,编程语言,1,1
2026-06,data-engineer,数据工程师,物联网,其他能力,1,1
2026-06,data-engineer,数据工程师,Kafka,中间件,1,1
2026-06,role-无畏契约手游-品牌经理,无畏契约手游-品牌经理,Product,产品运营,1,1
2026-06,testing-engineer,测试工程师,测试,其他能力,61,1
2026-06,testing-engineer,测试工程师,Testing,质量保障,61,1
2026-06,testing-engineer,测试工程师,Design,设计体验,51,1
2026-06,testing-engineer,测试工程师,Product,产品运营,48,1
2026-06,testing-engineer,测试工程师,Marketing,产品运营,21,1
2026-06,testing-engineer,测试工程师,Python,编程语言,6,1
2026-06,testing-engineer,测试工程师,C++,编程语言,4,1
2026-06,testing-engineer,测试工程师,Linux,基础设施,4,1
2026-06,testing-engineer,测试工程师,SQL,数据技术,2,1
2026-06,testing-engineer,测试工程师,Excel,办公分析,2,1
2026-06,testing-engineer,测试工程师,Go,编程语言,1,1
2026-06,role-游戏引擎,游戏引擎,Design,设计体验,1,1
2026-06,mobile-engineer,移动端工程师,Design,设计体验,56,3
2026-06,mobile-engineer,移动端工程师,C++,编程语言,43,1
2026-06,mobile-engineer,移动端工程师,Go,编程语言,11,3
2026-06,mobile-engineer,移动端工程师,Testing,质量保障,9,2
2026-06,mobile-engineer,移动端工程师,Marketing,产品运营,9,2
2026-06,mobile-engineer,移动端工程师,测试,其他能力,8,1
2026-06,mobile-engineer,移动端工程师,LLM,人工智能,7,2
2026-06,mobile-engineer,移动端工程师,RAG,人工智能,7,2
2026-06,mobile-engineer,移动端工程师,Excel,办公分析,7,2
2026-06,mobile-engineer,移动端工程师,Product,产品运营,5,2
2026-06,mobile-engineer,移动端工程师,AIGC,其他能力,4,1
2026-06,mobile-engineer,移动端工程师,Python,编程语言,3,1
2026-06,mobile-engineer,移动端工程师,Security,安全合规,3,1
2026-06,mobile-engineer,移动端工程师,DevOps,工程效能,3,2
2026-06,mobile-engineer,移动端工程师,机器学习,其他能力,2,1
2026-06,mobile-engineer,移动端工程师,Machine Learning,人工智能,2,1
2026-06,mobile-engineer,移动端工程师,Linux,基础设施,1,1
2026-06,mobile-engineer,移动端工程师,深度学习,其他能力,1,1
2026-06,mobile-engineer,移动端工程师,Deep Learning,人工智能,1,1
2026-06,mobile-engineer,移动端工程师,安全,其他能力,1,1
2026-06,role-腾讯云-华北渠道销售经理,腾讯云-华北渠道销售经理,Product,产品运营,1,1
2026-06,role-腾讯云-泛互联网销售-出海方向,腾讯云-泛互联网销售-出海方向,Product,产品运营,1,1
2026-06,role-腾讯云汽车行业大客户销售经理,腾讯云汽车行业大客户销售经理,Product,产品运营,2,1
2026-06,role-腾讯战略发展部-商业分析师-ai方向,腾讯战略发展部-商业分析师-AI方向,Product,产品运营,1,1
2026-06,role-腾讯战略发展部-商业分析经理-ai效率工具方向,腾讯战略发展部-商业分析经理-AI效率工具方向,Product,产品运营,1,1
2026-06,role-腾讯战略发展部-商业分析经理-ai效率工具方向,腾讯战略发展部-商业分析经理-AI效率工具方向,Design,设计体验,1,1
2026-06,role-腾讯投资-投资经理-投资经理-半导体,腾讯投资-投资经理/投资经理-半导体,Product,产品运营,1,1
2026-06,role-腾讯投资者关系部-corporate-access-coordinator,腾讯投资者关系部- Corporate Access Coordinator,SQL,数据技术,1,1
2026-06,role-腾讯投资者关系部-corporate-access-coordinator,腾讯投资者关系部- Corporate Access Coordinator,Excel,办公分析,1,1
2026-06,role-腾讯游戏-游戏引擎开发工程师-ai渲染,腾讯游戏-游戏引擎开发工程师-AI渲染,Design,设计体验,1,1
2026-06,role-腾讯电竞-电竞战略规划项目经理-国际方向,腾讯电竞-电竞战略规划项目经理-国际方向,Design,设计体验,1,1
2026-06,role-芯片架构师,芯片架构师,Design,设计体验,1,1
2026-06,designer,设计师,Design,设计体验,168,3
2026-06,designer,设计师,Product,产品运营,29,2
2026-06,designer,设计师,Go,编程语言,26,2
2026-06,designer,设计师,RAG,人工智能,26,3
2026-06,designer,设计师,Excel,办公分析,22,2
2026-06,designer,设计师,Python,编程语言,18,2
2026-06,designer,设计师,C++,编程语言,13,2
2026-06,designer,设计师,Linux,基础设施,10,2
2026-06,designer,设计师,Machine Learning,人工智能,7,1
2026-06,designer,设计师,Testing,质量保障,2,1
2026-06,designer,设计师,微服务,其他能力,1,1
2026-06,designer,设计师,Microservices,系统架构,1,1
2026-06,designer,设计师,Redis,数据存储,1,1
2026-06,designer,设计师,SQL,数据技术,1,1
2026-06,role-边缘缓存引擎开发工程师,边缘缓存引擎开发工程师,Redis,数据存储,1,1
2026-06,role-边缘缓存引擎开发工程师,边缘缓存引擎开发工程师,Design,设计体验,1,1
2026-06,operations-specialist,运营,Marketing,产品运营,409,3
2026-06,operations-specialist,运营,Design,设计体验,352,3
2026-06,operations-specialist,运营,Go,编程语言,315,3
2026-06,operations-specialist,运营,RAG,人工智能,287,3
2026-06,operations-specialist,运营,Excel,办公分析,234,3
2026-06,operations-specialist,运营,Product,产品运营,59,2
2026-06,operations-specialist,运营,SQL,数据技术,55,3
2026-06,operations-specialist,运营,Python,编程语言,33,2
2026-06,operations-specialist,运营,Machine Learning,人工智能,28,1
2026-06,operations-specialist,运营,Testing,质量保障,13,1
2026-06,operations-specialist,运营,C++,编程语言,9,2
2026-06,operations-specialist,运营,Microservices,系统架构,6,2
2026-06,operations-specialist,运营,Linux,基础设施,5,1
2026-06,operations-specialist,运营,Big Data,数据工程,5,1
2026-06,operations-specialist,运营,微服务,其他能力,4,1
2026-06,operations-specialist,运营,Vector Search,人工智能,4,1
2026-06,operations-specialist,运营,Data Warehouse,数据工程,3,1
2026-06,operations-specialist,运营,Redis,数据存储,2,1
2026-06,operations-specialist,运营,Kafka,中间件,2,1
2026-06,operations-specialist,运营,物联网,其他能力,1,1
2026-06,operations-specialist,运营,Deep Learning,人工智能,1,1
2026-06,role-通用saas渠道经理,通用SaaS渠道经理,Product,产品运营,1,1
2026-07,role-developer-sap-abap-schwerpunkt-ewm,) Developer SAP ABAP - Schwerpunkt EWM,RAG,人工智能,1,1
2026-07,role-new-site-opening-utility-allrounder,**NEW SITE OPENING** Utility Allrounder,Go,编程语言,1,1
2026-07,role-new-site-opening-utility-allrounder,**NEW SITE OPENING** Utility Allrounder,Design,设计体验,1,1
2026-07,role-software-engineer-vertical-ai-products,"+ Software Engineer, Vertical AI Products",Go,编程语言,1,1
2026-07,role-software-engineer-vertical-ai-products,"+ Software Engineer, Vertical AI Products",RAG,人工智能,1,1
2026-07,role-software-engineer-vertical-ai-products,"+ Software Engineer, Vertical AI Products",Design,设计体验,1,1
2026-07,role-data-scientist-discovery,/ Data Scientist - Discovery,Python,编程语言,1,1
2026-07,role-data-scientist-discovery,/ Data Scientist - Discovery,Go,编程语言,1,1
2026-07,role-data-scientist-discovery,/ Data Scientist - Discovery,SQL,数据技术,1,1
2026-07,role-data-scientist-discovery,/ Data Scientist - Discovery,Big Data,数据工程,1,1
2026-07,role-data-scientist-discovery,/ Data Scientist - Discovery,Machine Learning,人工智能,1,1
2026-07,role-data-scientist-discovery,/ Data Scientist - Discovery,RAG,人工智能,1,1
2026-07,role-data-scientist-discovery,/ Data Scientist - Discovery,Design,设计体验,1,1
2026-07,role-113159956521198278-software-engineer-site-reliability-engineering-cloud-storage,113159956521198278 software engineer site reliability engineering cloud storage,Go,编程语言,1,1
2026-07,role-113159956521198278-software-engineer-site-reliability-engineering-cloud-storage,113159956521198278 software engineer site reliability engineering cloud storage,RAG,人工智能,1,1
2026-07,role-12-jobs-that-pay-well-without-a-degree,12 jobs that pay well without a degree,Go,编程语言,1,1
2026-07,role-126500855087014598-field-sales-representative-financial-services-google-cloud,126500855087014598 field sales representative financial services google cloud,Go,编程语言,1,1
2026-07,role-2nd-level-software-support,2nd Level Software Support,SQL,数据技术,1,1
2026-07,role-3d-artist-blender-realtime-anwendungen,3D Artist Blender & Realtime-Anwendungen,Go,编程语言,1,1
2026-07,role-3d-artist-blender-realtime-anwendungen,3D Artist Blender & Realtime-Anwendungen,RAG,人工智能,1,1
2026-07,role-3d-artist-technical,"3D Artist, Technical",Go,编程语言,1,1
2026-07,role-3d-artist-technical,"3D Artist, Technical",Design,设计体验,1,1
2026-07,role-ai-script-editor-screenwriter-ai-creator-platform,AI Script Editor & Screenwriter – AI Creator Platform,Go,编程语言,1,1
2026-07,role-ai-script-editor-screenwriter-ai-creator-platform,AI Script Editor & Screenwriter – AI Creator Platform,Design,设计体验,1,1
2026-07,role-ai-solutions-architect-strategic-accounts,AI Solutions Architect - Strategic Accounts,Python,编程语言,1,1
2026-07,role-ai-solutions-architect-strategic-accounts,AI Solutions Architect - Strategic Accounts,Go,编程语言,1,1
2026-07,role-ai-solutions-architect-strategic-accounts,AI Solutions Architect - Strategic Accounts,SQL,数据技术,1,1
2026-07,role-ai-solutions-architect-strategic-accounts,AI Solutions Architect - Strategic Accounts,Big Data,数据工程,1,1
2026-07,role-ai-solutions-architect-strategic-accounts,AI Solutions Architect - Strategic Accounts,RAG,人工智能,1,1
2026-07,role-ai-solutions-architect-strategic-accounts,AI Solutions Architect - Strategic Accounts,Design,设计体验,1,1
2026-07,role-ai-solutions-architect-strategic-accounts,AI Solutions Architect - Strategic Accounts,Excel,办公分析,1,1
2026-07,role-ai-strategy-researcher,AI Strategy Researcher,Go,编程语言,1,1
2026-07,role-ai-strategy-researcher,AI Strategy Researcher,物联网,其他能力,1,1
2026-07,role-ai-strategy-researcher,AI Strategy Researcher,Design,设计体验,1,1
2026-07,ai-algorithm-engineer,AI 算法工程师,LLM,人工智能,265,4
2026-07,ai-algorithm-engineer,AI 算法工程师,Design,设计体验,253,4
2026-07,ai-algorithm-engineer,AI 算法工程师,Go,编程语言,176,4
2026-07,ai-algorithm-engineer,AI 算法工程师,RAG,人工智能,144,3
2026-07,ai-algorithm-engineer,AI 算法工程师,Excel,办公分析,105,4
2026-07,ai-algorithm-engineer,AI 算法工程师,Machine Learning,人工智能,103,3
2026-07,ai-algorithm-engineer,AI 算法工程师,AIGC,其他能力,84,1
2026-07,ai-algorithm-engineer,AI 算法工程师,Python,编程语言,83,3
2026-07,ai-algorithm-engineer,AI 算法工程师,Big Data,数据工程,78,3
2026-07,ai-algorithm-engineer,AI 算法工程师,Product,产品运营,66,3
2026-07,ai-algorithm-engineer,AI 算法工程师,Marketing,产品运营,58,4
2026-07,ai-algorithm-engineer,AI 算法工程师,机器学习,其他能力,56,1
2026-07,ai-algorithm-engineer,AI 算法工程师,SQL,数据技术,42,2
2026-07,ai-algorithm-engineer,AI 算法工程师,Microservices,系统架构,37,3
2026-07,ai-algorithm-engineer,AI 算法工程师,微服务,其他能力,31,1
2026-07,ai-algorithm-engineer,AI 算法工程师,Deep Learning,人工智能,30,2
2026-07,ai-algorithm-engineer,AI 算法工程师,深度学习,其他能力,27,1
2026-07,ai-algorithm-engineer,AI 算法工程师,NLP,人工智能,27,3
2026-07,ai-algorithm-engineer,AI 算法工程师,C++,编程语言,26,3
2026-07,ai-algorithm-engineer,AI 算法工程师,Vector Search,人工智能,23,3
2026-07,ai-algorithm-engineer,AI 算法工程师,Testing,质量保障,22,3
2026-07,ai-algorithm-engineer,AI 算法工程师,DevOps,工程效能,21,3
2026-07,ai-algorithm-engineer,AI 算法工程师,Kubernetes,云原生,16,2
2026-07,ai-algorithm-engineer,AI 算法工程师,大数据,其他能力,14,1
2026-07,ai-algorithm-engineer,AI 算法工程师,Docker,云原生,13,3
2026-07,ai-algorithm-engineer,AI 算法工程师,Security,安全合规,12,1
2026-07,ai-algorithm-engineer,AI 算法工程师,测试,其他能力,9,1
2026-07,ai-algorithm-engineer,AI 算法工程师,安全,其他能力,9,1
2026-07,ai-algorithm-engineer,AI 算法工程师,Data Warehouse,数据工程,6,1
2026-07,ai-algorithm-engineer,AI 算法工程师,Linux,基础设施,5,2
2026-07,ai-algorithm-engineer,AI 算法工程师,Kafka,中间件,3,2
2026-07,ai-algorithm-engineer,AI 算法工程师,向量检索,其他能力,3,1
2026-07,ai-algorithm-engineer,AI 算法工程师,物联网,其他能力,3,1
2026-07,ai-algorithm-engineer,AI 算法工程师,Redis,数据存储,1,1
2026-07,ai-algorithm-engineer,AI 算法工程师,LLMOps,其他能力,1,1
2026-07,role-account-executive,Account Executive,Go,编程语言,2,1
2026-07,role-account-executive,Account Executive,Design,设计体验,2,1
2026-07,role-account-executive,Account Executive,Excel,办公分析,2,1
2026-07,role-account-executive,Account Executive,Big Data,数据工程,1,1
2026-07,role-account-executive,Account Executive,RAG,人工智能,1,1
2026-07,role-account-executive-enterprise-grower,"Account Executive - Enterprise, Grower",Go,编程语言,1,1
2026-07,role-account-executive-enterprise-grower,"Account Executive - Enterprise, Grower",RAG,人工智能,1,1
2026-07,role-account-executive-enterprise-grower,"Account Executive - Enterprise, Grower",Design,设计体验,1,1
2026-07,role-account-executive-federal,Account Executive - Federal,Go,编程语言,1,1
2026-07,role-account-executive-federal,Account Executive - Federal,Big Data,数据工程,1,1
2026-07,role-account-executive-federal,Account Executive - Federal,Design,设计体验,1,1
2026-07,role-account-executive-federal,Account Executive - Federal,Excel,办公分析,1,1
2026-07,role-account-executive-public-sector,Account Executive - Public Sector,Go,编程语言,1,1
2026-07,role-account-executive-public-sector,Account Executive - Public Sector,Big Data,数据工程,1,1
2026-07,role-account-executive-public-sector,Account Executive - Public Sector,Design,设计体验,1,1
2026-07,role-account-executive-public-sector,Account Executive - Public Sector,Excel,办公分析,1,1
2026-07,role-account-executive-commercial-grower,"Account Executive, Commercial Grower",Go,编程语言,1,1
2026-07,role-account-executive-commercial-grower,"Account Executive, Commercial Grower",SQL,数据技术,1,1
2026-07,role-account-executive-commercial-grower,"Account Executive, Commercial Grower",RAG,人工智能,1,1
2026-07,role-account-executive-commercial-grower,"Account Executive, Commercial Grower",Design,设计体验,1,1
2026-07,role-account-executive-commercial-grower,"Account Executive, Commercial Grower",Excel,办公分析,1,1
2026-07,role-account-executive-enterprise-grower,"Account Executive, Enterprise - Grower",Go,编程语言,1,1
2026-07,role-account-executive-enterprise-grower,"Account Executive, Enterprise - Grower",RAG,人工智能,1,1
2026-07,role-account-executive-enterprise-grower,"Account Executive, Enterprise - Grower",Design,设计体验,1,1
2026-07,role-account-executive-fx-and-multi-currency,"Account Executive, FX and Multi-Currency",Go,编程语言,1,1
2026-07,role-account-executive-fx-and-multi-currency,"Account Executive, FX and Multi-Currency",RAG,人工智能,1,1
2026-07,role-account-executive-fx-and-multi-currency,"Account Executive, FX and Multi-Currency",Design,设计体验,1,1
2026-07,role-account-executive-funded-startups-expansion,"Account Executive, Funded Startups - Expansion",Go,编程语言,1,1
2026-07,role-account-executive-funded-startups-expansion,"Account Executive, Funded Startups - Expansion",SQL,数据技术,1,1
2026-07,role-account-executive-funded-startups-expansion,"Account Executive, Funded Startups - Expansion",RAG,人工智能,1,1
2026-07,role-account-executive-funded-startups-expansion,"Account Executive, Funded Startups - Expansion",Design,设计体验,1,1
2026-07,role-account-executive-funded-startups-expansion,"Account Executive, Funded Startups - Expansion",Excel,办公分析,1,1
2026-07,role-account-executive-latam,"Account Executive, LATAM",Go,编程语言,1,1
2026-07,role-account-executive-latam,"Account Executive, LATAM",RAG,人工智能,1,1
2026-07,role-account-executive-latam,"Account Executive, LATAM",Design,设计体验,1,1
2026-07,role-account-executive-sled,"Account Executive, SLED",Go,编程语言,1,1
2026-07,role-account-executive-sled,"Account Executive, SLED",RAG,人工智能,1,1
2026-07,role-account-executive-sled,"Account Executive, SLED",Design,设计体验,1,1
2026-07,role-account-executive-sled-west,"Account Executive, SLED West",Go,编程语言,1,1
2026-07,role-account-executive-sled-west,"Account Executive, SLED West",RAG,人工智能,1,1
2026-07,role-account-executive-sled-west,"Account Executive, SLED West",Design,设计体验,1,1
2026-07,role-account-executive-smb-spanish-portuguese-speaking,"Account Executive, SMB, Spanish & Portuguese Speaking",Go,编程语言,1,1
2026-07,role-account-executive-smb-spanish-portuguese-speaking,"Account Executive, SMB, Spanish & Portuguese Speaking",RAG,人工智能,1,1
2026-07,role-account-executive-smb-spanish-portuguese-speaking,"Account Executive, SMB, Spanish & Portuguese Speaking",Design,设计体验,1,1
2026-07,role-account-executive-singapore,"Account Executive, Singapore",Go,编程语言,1,1
2026-07,role-account-executive-singapore,"Account Executive, Singapore",Big Data,数据工程,1,1
2026-07,role-account-executive-singapore,"Account Executive, Singapore",Design,设计体验,1,1
2026-07,role-account-executive-singapore,"Account Executive, Singapore",Excel,办公分析,1,1
2026-07,role-account-manager-advertising-solutions,"Account Manager, Advertising Solutions",Go,编程语言,1,1
2026-07,role-account-manager-advertising-solutions,"Account Manager, Advertising Solutions",Testing,质量保障,1,1
