id,from,to,type,weight,confidence,first_seen,last_seen,evidence
role:role-光子-ai-视频生成基础模型研究员->requires->skill:design,role:role-光子-ai-视频生成基础模型研究员,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2067065222975369216
role:role-光子-ai-视频生成基础模型研究员->requires->skill:machine-learning,role:role-光子-ai-视频生成基础模型研究员,skill:machine-learning,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2067065222975369216
role:role-光子-ai-视频生成基础模型研究员->requires->skill:microservices,role:role-光子-ai-视频生成基础模型研究员,skill:microservices,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2067065222975369216
role:role-光子-ai-视频生成基础模型研究员->requires->skill:product,role:role-光子-ai-视频生成基础模型研究员,skill:product,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2067065222975369216
role:role-光子发行部-海外品牌营销经理->requires->skill:testing,role:role-光子发行部-海外品牌营销经理,skill:testing,requires,1,0.58,2026-05,2026-05,http://careers.tencent.com/jobdesc.html?postId=2049736865191473152
role:role-全国区hrbp经理->requires->skill:big-data,role:role-全国区hrbp经理,skill:big-data,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089254690471943
role:role-全国区hrbp经理->requires->skill:c,role:role-全国区hrbp经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089254690471943
role:role-全栈开发工程师->requires->skill:product,role:role-全栈开发工程师,skill:product,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4449311493
role:role-公关活动项目经理->requires->skill:c,role:role-公关活动项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088189810950148
role:role-公告认证工程师->requires->skill:c,role:role-公告认证工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073318944593174528
role:role-公告认证工程师->requires->skill:design,role:role-公告认证工程师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073318944593174528
role:role-公建类项目经理->requires->skill:c,role:role-公建类项目经理,skill:c,requires,1,0.58,2026-06,2026-06,https://www.jobonline.cn/position?positionId=2063616769277321223
role:role-公路工程项目经理->requires->skill:c,role:role-公路工程项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867418450989957122
role:role-公路项目经理->requires->skill:c,role:role-公路项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090119597637634
role:role-具身智能可靠性工程师->requires->skill:design,role:role-具身智能可靠性工程师,skill:design,requires,1,0.58,2026-05,2026-05,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4495032526
role:role-具身智能可靠性工程师->requires->skill:product,role:role-具身智能可靠性工程师,skill:product,requires,1,0.58,2026-05,2026-05,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4495032526
role:role-具身智能可靠性工程师->requires->skill:testing,role:role-具身智能可靠性工程师,skill:testing,requires,1,0.58,2026-05,2026-05,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4495032526
role:role-具身智能采购商务经理->requires->skill:product,role:role-具身智能采购商务经理,skill:product,requires,1,0.58,2026-05,2026-05,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4472634416
role:role-兼职摄影师->requires->skill:c,role:role-兼职摄影师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089067184111622
role:role-兼职摄影师->requires->skill:design,role:role-兼职摄影师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089067184111622
role:role-内容策划与媒体经理->requires->skill:design,role:role-内容策划与媒体经理,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2044312929515499520
role:role-农业项目经理->requires->skill:c,role:role-农业项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008507106986442756
role:role-农林技术员->requires->skill:c,role:role-农林技术员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090537312567297
role:role-农林技术员->requires->skill:design,role:role-农林技术员,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090537312567297
role:role-冻水产采购->requires->skill:product,role:role-冻水产采购,skill:product,requires,1,0.58,2026-04,2026-04,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4389548470
role:role-冻猪自营采购->requires->skill:product,role:role-冻猪自营采购,skill:product,requires,1,0.58,2026-04,2026-04,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3889380688
role:role-冻禽地采采购->requires->skill:product,role:role-冻禽地采采购,skill:product,requires,1,0.58,2026-04,2026-04,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3889190904
role:role-分公司-代表处负责人->requires->skill:c,role:role-分公司-代表处负责人,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073682116403290114
role:role-分公司-代表处负责人->requires->skill:design,role:role-分公司-代表处负责人,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073682116403290114
role:role-分析研发项目经理->requires->skill:c,role:role-分析研发项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867407987069698050
role:role-创意导演-ai视频方向->requires->skill:design,role:role-创意导演-ai视频方向,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2036026719760183296
role:role-创意导演-ai视频方向->requires->skill:prompt-engineering,role:role-创意导演-ai视频方向,skill:prompt-engineering,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2036026719760183296
role:role-创意导演-ai视频方向->requires->skill:testing,role:role-创意导演-ai视频方向,skill:testing,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2036026719760183296
role:role-制作项目经理->requires->skill:c,role:role-制作项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008503961757696007
role:role-前厅部经理->requires->skill:c,role:role-前厅部经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1967934270472347651
role:role-前厅部经理->requires->skill:design,role:role-前厅部经理,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1967934270472347651
role:role-前台->requires->skill:c,role:role-前台,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867076241492951047
role:role-前台->requires->skill:design,role:role-前台,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867076241492951047
role:role-前台客户经理->requires->skill:c,role:role-前台客户经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867074067094716423
role:role-前台客户经理->requires->skill:design,role:role-前台客户经理,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867074067094716423
role:role-前台接待->requires->skill:c,role:role-前台接待,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867086970149683206
role:role-前台接待->requires->skill:design,role:role-前台接待,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867086970149683206
role:role-前台文员->requires->skill:c,role:role-前台文员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090389216280583
role:role-前台文员->requires->skill:design,role:role-前台文员,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090389216280583
role:role-前置仓品控-快驴佛山->requires->skill:product,role:role-前置仓品控-快驴佛山,skill:product,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4586965422
role:role-动力学仿真->requires->skill:c,role:role-动力学仿真,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2072956999364796419
role:role-动力学仿真->requires->skill:design,role:role-动力学仿真,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2072956999364796419
role:role-劳务派遣项目经理->requires->skill:c,role:role-劳务派遣项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008507740737126407
role:role-勘察副总经理->requires->skill:c,role:role-勘察副总经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091352345526277
role:role-勘察副总经理->requires->skill:design,role:role-勘察副总经理,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091352345526277
role:role-医药ka销售-药械->requires->skill:product,role:role-医药ka销售-药械,skill:product,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1958433048542470144
role:role-医药健康-ai-first-研发工程师->requires->skill:c,role:role-医药健康-ai-first-研发工程师,skill:c,requires,1,0.58,2026-04,2026-04,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4311047698
role:role-医药健康-ai-first-研发工程师->requires->skill:product,role:role-医药健康-ai-first-研发工程师,skill:product,requires,1,0.58,2026-04,2026-04,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4311047698
role:role-医药质检部长->requires->skill:c,role:role-医药质检部长,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2061107503898836996
role:role-医药质检部长->requires->skill:product,role:role-医药质检部长,skill:product,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2061107503898836996
role:role-医院互联网项目经理-医院-门诊经验->requires->skill:c,role:role-医院互联网项目经理-医院-门诊经验,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2061151894797303811
role:role-华南城市蔬菜地采->requires->skill:c,role:role-华南城市蔬菜地采,skill:c,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4387399273
role:role-华南城市蔬菜地采->requires->skill:product,role:role-华南城市蔬菜地采,skill:product,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4387399273
role:role-协同工程师->requires->skill:c,role:role-协同工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867414114448588806
role:role-协同工程师->requires->skill:design,role:role-协同工程师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867414114448588806
role:role-原熔技术员->requires->skill:c,role:role-原熔技术员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090521575538692
role:role-原熔技术员->requires->skill:docker,role:role-原熔技术员,skill:docker,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090521575538692
role:role-后勤->requires->skill:c,role:role-后勤,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091586488352773
role:role-后勤->requires->skill:design,role:role-后勤,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091586488352773
role:role-后期修图->requires->skill:c,role:role-后期修图,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008502925697236999
role:role-后期修图->requires->skill:design,role:role-后期修图,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008502925697236999
role:role-后期制片->requires->skill:c,role:role-后期制片,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867403001166446599
role:role-后期制片->requires->skill:design,role:role-后期制片,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867403001166446599
role:role-和平精英-3a渲染->requires->skill:design,role:role-和平精英-3a渲染,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2047163623771631616
role:role-咨询项目经理->requires->skill:c,role:role-咨询项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319019201585152
role:role-咨询顾问->requires->skill:big-data,role:role-咨询顾问,skill:big-data,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867418805631074307
role:role-咨询顾问->requires->skill:c,role:role-咨询顾问,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867418805631074307
role:role-品牌公关项目经理->requires->skill:c,role:role-品牌公关项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867084255704793094
role:role-品牌客户经理->requires->skill:c,role:role-品牌客户经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088565562130438
role:role-品牌客户经理->requires->skill:design,role:role-品牌客户经理,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088565562130438
role:role-品质经理->requires->skill:c,role:role-品质经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089126298370048
role:role-品质经理->requires->skill:design,role:role-品质经理,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089126298370048
role:role-售后项目经理->requires->skill:c,role:role-售后项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319283400400898
role:role-商业分析师->requires->skill:product,role:role-商业分析师,skill:product,requires,1,0.58,2025-10,2025-10,https://zhaopin.meituan.com/web/position/detail?jobUnionId=1072663203
role:role-商业分析师-商品方向->requires->skill:design,role:role-商业分析师-商品方向,skill:design,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4427215169
role:role-商业发展->requires->skill:design,role:role-商业发展,skill:design,requires,1,0.58,2026-07,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4546070582
role:role-商业发展->requires->skill:product,role:role-商业发展,skill:product,requires,1,0.58,2026-07,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4546070582
role:role-商务代表销售代表->requires->skill:c,role:role-商务代表销售代表,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008502923931435014
role:role-商务代表销售代表->requires->skill:design,role:role-商务代表销售代表,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008502923931435014
role:role-商务合约岗->requires->skill:c,role:role-商务合约岗,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867082990803369988
role:role-商务合约岗->requires->skill:design,role:role-商务合约岗,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867082990803369988
role:role-商务采购专员->requires->skill:c,role:role-商务采购专员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2035351560515248133
role:role-商务采购专员->requires->skill:design,role:role-商务采购专员,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2035351560515248133
role:role-商品数据分析专员->requires->skill:c,role:role-商品数据分析专员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867412723910983685
role:role-商营运主管->requires->skill:c,role:role-商营运主管,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867084482033893376
role:role-商营运主管->requires->skill:design,role:role-商营运主管,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867084482033893376
role:role-园林工程项目经理->requires->skill:c,role:role-园林工程项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867406632968273921
role:role-园林技术员->requires->skill:c,role:role-园林技术员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867412368146055168
role:role-园林技术员->requires->skill:design,role:role-园林技术员,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867412368146055168
role:role-园林预算->requires->skill:c,role:role-园林预算,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867416489934733316
role:role-园林预算->requires->skill:design,role:role-园林预算,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867416489934733316
role:role-固件工程师->requires->skill:c,role:role-固件工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406354730237955
role:role-固件工程师->requires->skill:testing,role:role-固件工程师,skill:testing,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406354730237955
role:role-国际化领导力发展培训生-keeta-mars-program->requires->skill:c,role:role-国际化领导力发展培训生-keeta-mars-program,skill:c,requires,1,0.58,2026-07,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4224497372
role:role-国际化领导力发展培训生-keeta-mars-program->requires->skill:design,role:role-国际化领导力发展培训生-keeta-mars-program,skill:design,requires,1,0.58,2026-07,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4224497372
role:role-国际化领导力发展培训生-keeta-mars-program->requires->skill:product,role:role-国际化领导力发展培训生-keeta-mars-program,skill:product,requires,1,0.58,2026-07,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4224497372
role:role-国际化领导力发展培训生-keeta-mars-program->requires->skill:unity,role:role-国际化领导力发展培训生-keeta-mars-program,skill:unity,requires,1,0.58,2026-07,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4224497372
role:role-图像领域->requires->skill:product,role:role-图像领域,skill:product,requires,1,0.58,2026-04,2026-04,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=31924&dataSource=1
role:role-图形与空间计算->requires->skill:product,role:role-图形与空间计算,skill:product,requires,1,0.58,2026-04,2026-04,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=31936&dataSource=1
role:role-土地测绘测量项目经理->requires->skill:c,role:role-土地测绘测量项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867408248203132931
role:role-土木-工程-土建工程师-北京->requires->skill:c,role:role-土木-工程-土建工程师-北京,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1625872746007379969
role:role-土木-工程-土建工程师-北京->requires->skill:design,role:role-土木-工程-土建工程师-北京,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1625872746007379969
role:role-在研3d动作游戏-ue5引擎开发工程师->requires->skill:c,role:role-在研3d动作游戏-ue5引擎开发工程师,skill:c,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2038450034349080576
role:role-在研3d动作游戏-ue5引擎开发工程师->requires->skill:product,role:role-在研3d动作游戏-ue5引擎开发工程师,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2038450034349080576
role:role-在研3d动作游戏-ue5引擎开发工程师->requires->skill:unity,role:role-在研3d动作游戏-ue5引擎开发工程师,skill:unity,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2038450034349080576
role:role-地产项目经理->requires->skill:c,role:role-地产项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867406171426930693
role:role-地质勘察副总工程师->requires->skill:c,role:role-地质勘察副总工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867080057319735300
role:role-地质勘察副总工程师->requires->skill:design,role:role-地质勘察副总工程师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867080057319735300
role:role-城市项目经理->requires->skill:c,role:role-城市项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867070865431347204
role:role-培训生课程顾问->requires->skill:c,role:role-培训生课程顾问,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867076369293524995
role:role-培训生课程顾问->requires->skill:design,role:role-培训生课程顾问,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867076369293524995
role:role-培训项目经理->requires->skill:c,role:role-培训项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089087249399809
role:role-基坑监测工程师->requires->skill:c,role:role-基坑监测工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008500836598300672
role:role-基坑监测工程师->requires->skill:design,role:role-基坑监测工程师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008500836598300672
role:role-境电商人才项目经理->requires->skill:c,role:role-境电商人才项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867417723236401159
role:role-外业测量员->requires->skill:big-data,role:role-外业测量员,skill:big-data,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091536354230275
role:role-外业测量员->requires->skill:c,role:role-外业测量员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091536354230275
role:role-外业测量技术人员->requires->skill:c,role:role-外业测量技术人员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867087107684974599
role:role-外业测量技术人员->requires->skill:design,role:role-外业测量技术人员,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867087107684974599
role:role-外卖商业分析->requires->skill:c,role:role-外卖商业分析,skill:c,requires,1,0.58,2026-02,2026-02,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4183619658
role:role-外卖商业分析->requires->skill:design,role:role-外卖商业分析,skill:design,requires,1,0.58,2026-02,2026-02,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4183619658
role:role-外卖商业分析->requires->skill:product,role:role-外卖商业分析,skill:product,requires,1,0.58,2026-02,2026-02,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4183619658
role:role-外墙保温涂料项目经理->requires->skill:c,role:role-外墙保温涂料项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088813411942406
role:role-多媒体工程师->requires->skill:c,role:role-多媒体工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867079487720800260
role:role-多媒体工程师->requires->skill:design,role:role-多媒体工程师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867079487720800260
role:role-大客户业务发展首席总监->requires->skill:design,role:role-大客户业务发展首席总监,skill:design,requires,1,0.58,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35322&dataSource=1
role:role-大客户业务发展首席总监->requires->skill:product,role:role-大客户业务发展首席总监,skill:product,requires,1,0.58,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35322&dataSource=1
role:role-大客户经理->requires->skill:product,role:role-大客户经理,skill:product,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3891209967
role:role-大客户销售->requires->skill:product,role:role-大客户销售,skill:product,requires,1,0.58,2026-05,2026-05,https://zhaopin.meituan.com/web/position/detail?jobUnionId=2936400656
role:role-天山门窗项目经理->requires->skill:c,role:role-天山门窗项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867414936901664769
role:role-天美游戏-商业分析经理->requires->skill:product,role:role-天美游戏-商业分析经理,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=1977621602237571072
role:role-天美游戏-商业分析经理-新星引力计划->requires->skill:product,role:role-天美游戏-商业分析经理-新星引力计划,skill:product,requires,1,0.58,2026-05,2026-05,http://careers.tencent.com/jobdesc.html?postId=2054022906891124736
role:role-学生公寓项目经理->requires->skill:c,role:role-学生公寓项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867416942559117313
role:role-实施项目经理->requires->skill:c,role:role-实施项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867413390872821761
role:role-客户总监->requires->skill:c,role:role-客户总监,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088966294061062
role:role-客户总监->requires->skill:design,role:role-客户总监,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088966294061062
role:role-客户研究数据分析师->requires->skill:c,role:role-客户研究数据分析师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074408268872564743
role:role-客户组-大客户销售->requires->skill:product,role:role-客户组-大客户销售,skill:product,requires,1,0.58,2025-11,2025-11,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3751279174
role:role-客户经理->requires->skill:c,role:role-客户经理,skill:c,requires,1,0.58,2025-11,2025-11,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=28622&dataSource=1
role:role-客户销售业务经理->requires->skill:c,role:role-客户销售业务经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867415183514025986
role:role-客户销售业务经理->requires->skill:design,role:role-客户销售业务经理,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867415183514025986
role:role-客户项目经理河北->requires->skill:c,role:role-客户项目经理河北,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867407975090634756
role:role-客服主管->requires->skill:big-data,role:role-客服主管,skill:big-data,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867071511391911938
role:role-客服主管->requires->skill:c,role:role-客服主管,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867071511391911938
role:role-客服人员->requires->skill:big-data,role:role-客服人员,skill:big-data,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1868517185623048198
role:role-客服人员->requires->skill:c,role:role-客服人员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1868517185623048198
role:role-室内分布通信工程师->requires->skill:c,role:role-室内分布通信工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091572572045318
role:role-室内分布通信工程师->requires->skill:design,role:role-室内分布通信工程师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091572572045318
role:role-家装工程监理->requires->skill:c,role:role-家装工程监理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867075280142090247
role:role-家装工程监理->requires->skill:design,role:role-家装工程监理,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867075280142090247
role:role-家装工长->requires->skill:c,role:role-家装工长,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089839657336837
role:role-家装工长->requires->skill:design,role:role-家装工长,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089839657336837
role:role-家装销售->requires->skill:c,role:role-家装销售,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867418190422884355
role:role-家装销售->requires->skill:design,role:role-家装销售,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867418190422884355
role:role-家装项目经理->requires->skill:c,role:role-家装项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867082276346019846
role:role-容器工程师->requires->skill:c,role:role-容器工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867085915554463744
